superkingdom	phylum	class	order	family	genus	species
TRINITY_DN39984_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN39988_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN39996_c0_g1_i1	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN40003_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40013_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Actiniaria	NA	NA	NA
TRINITY_DN40025_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40027_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN40027_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN40044_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40044_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN4004_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40055_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40063_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN40070_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea radians
TRINITY_DN4007_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	Acropora spathulata
TRINITY_DN40099_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN4009_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40102_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Meandrinidae	Dendrogyra	Dendrogyra cylindrus
TRINITY_DN4010_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN4011_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	Montipora palawanensis
TRINITY_DN40127_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN40127_c3_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN40128_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40132_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40134_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN4013_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN4014_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Meandrinidae	NA	NA
TRINITY_DN4014_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Meandrinidae	NA	NA
TRINITY_DN4014_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Meandrinidae	NA	NA
TRINITY_DN40151_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40161_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Corallimorpharia	Ricordeidae	Ricordea	Ricordea florida
TRINITY_DN40163_c0_g2_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40173_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40173_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40186_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	Turbinaria reniformis
TRINITY_DN40186_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	NA	NA
TRINITY_DN40186_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	NA	NA
TRINITY_DN40189_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40194_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40205_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea siderea
TRINITY_DN40206_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN40208_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN40208_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN40214_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40214_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40225_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40225_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40232_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN40232_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN40237_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora damicornis
TRINITY_DN40244_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN4024_c0_g1_i1	Eukaryota	NA	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium kawagutii
TRINITY_DN40253_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	NA
TRINITY_DN40263_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40273_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40282_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN40282_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN40283_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40298_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40298_c2_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN402_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN402_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN402_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN40311_c0_g1_i1	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA
TRINITY_DN4031_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN40320_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40320_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN4032_c0_g1_i6	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40336_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40336_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Orbicella	Orbicella franksi
TRINITY_DN40340_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN40343_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40343_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Lobophylliidae	Micromussa	Micromussa lordhowensis
TRINITY_DN40343_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	NA
TRINITY_DN40352_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40357_c2_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN4037_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40385_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40385_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40386_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40396_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40398_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40398_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40402_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40409_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN40409_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN40435_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea radians
TRINITY_DN40438_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40472_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN40473_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40475_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN40475_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN40484_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN40484_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN40488_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40488_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40497_c0_g1_i10	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40497_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN404_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40502_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40502_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN40502_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN40502_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN40502_c0_g1_i7	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN40502_c1_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40502_c1_g1_i7	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN40502_c1_g1_i9	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40522_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	NA
TRINITY_DN40529_c0_g1_i1	Eukaryota	NA	NA	NA	NA	NA	NA
TRINITY_DN40530_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea siderea
TRINITY_DN40531_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40531_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40531_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40537_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40537_c2_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40542_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40548_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40548_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40554_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40566_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40567_c2_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN40568_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	Porites cylindrica
TRINITY_DN40568_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	Porites cylindrica
TRINITY_DN40568_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	Porites cylindrica
TRINITY_DN40582_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN40582_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN40582_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40582_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40582_c2_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Echinopora	Echinopora horrida
TRINITY_DN40583_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40589_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40589_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	Montipora palawanensis
TRINITY_DN40595_c0_g1_i1	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia dissipatoides
TRINITY_DN40595_c0_g1_i2	Eukaryota	Arthropoda	Malacostraca	Decapoda	Solenoceridae	Solenocera	Solenocera agassizii
TRINITY_DN40608_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40609_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	NA
TRINITY_DN40609_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	NA
TRINITY_DN4060_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40614_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN40616_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN40619_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40619_c0_g1_i14	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Isopora	Isopora palifera
TRINITY_DN40619_c0_g1_i16	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40619_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN40622_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40623_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40643_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40645_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN40653_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40658_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40659_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40659_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40659_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40659_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40667_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40670_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40670_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	Antipatharia	Myriopathidae	Plumapathes	Plumapathes pennacea
TRINITY_DN40675_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40676_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40679_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40686_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40686_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN4068_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40690_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40692_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Meandrinidae	NA	NA
TRINITY_DN40697_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN406_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40705_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40707_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN40707_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40710_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN40721_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40721_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	NA
TRINITY_DN40725_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN40725_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN40732_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40734_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40741_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40741_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40742_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40743_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40747_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN4074_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40751_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN40754_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40754_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40773_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN40773_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN40774_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40774_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40792_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	NA	NA
TRINITY_DN40819_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN4081_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN4081_c0_g1_i10	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN4081_c0_g1_i12	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN4081_c0_g1_i15	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN4081_c0_g1_i16	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN4081_c0_g1_i20	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN4081_c0_g1_i21	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN4081_c0_g1_i23	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN4081_c0_g1_i24	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN4081_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN4081_c0_g1_i7	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN4081_c4_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN4081_c4_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40823_c0_g1_i10	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40823_c0_g1_i11	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40823_c0_g1_i12	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40823_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40823_c0_g1_i6	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40823_c0_g1_i9	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40840_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN40860_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40863_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Isopora	Isopora palifera
TRINITY_DN40863_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Isopora	Isopora palifera
TRINITY_DN40875_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40887_c0_g1_i7	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN40892_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Echinopora	Echinopora horrida
TRINITY_DN40894_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN40899_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40899_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN408_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40902_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN40917_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN4091_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	Montipora capitata
TRINITY_DN40931_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	Blastomussa	Blastomussa wellsi
